chr	start	end	gene	oocyte	sperm	two_cell	four_cell	blast
chr11_112782224_112787760	chr11	112782224	112787760	Sox9	0.14378886698013	0.035228620972894	0.0274311839222783	0.0288937809576225	0.0200677612718269
chr11_11279626_11462408	chr11	11279626	11462408	Zpbp	0.660280403476496	0.808126756963966	0.598474716143536	0.589829250185598	0.361918526845458
chr11_113244853_113650079	chr11	113244853	113650079	Slc39a11	0.608238335100742	0.884873888848739	0.457832933469777	0.376170668570919	0.19259358350976
chr11_113619342_113626028	chr11	113619342	113626028	Sstr2	0.290855311806754	0.676831289360292	0.21821756225426	0.135921069713099	0.0840248962655602
chr11_113649169_113667054	chr11	113649169	113667054	Cog1	0.633591302745532	0.597591696896413	0.449171760993887	0.396118666214974	0.226186469202289
chr11_113661319_113684155	chr11	113661319	113684155	Fam104a	0.527850255246739	0.583626160381811	0.400289435600579	0.351220366693916	0.170647773279352
chr11_113684412_113694647	chr11	113684412	113694647	D11Wsu47e	0.773439273552781	0.758486905916586	0.472142269736842	0.437688209404679	0.199383878144789
chr11_113698172_113710017	chr11	113698172	113710017	Cpsf4l	0.803194888178914	0.846835548867152	0.595576335191512	0.449136810840913	0.212092878292037
chr11_113726850_113751881	chr11	113726850	113751881	Cdc42ep4	0.675071440578248	0.69879315419873	0.473003480387546	0.482446154546696	0.236892169545697
chr11_113776374_114067046	chr11	113776374	114067046	Sdk2	0.364328657314629	0.877827748283908	0.291078317848303	0.199034155977145	0.104068150824434
chr11_11462094_11515192	chr11	11462094	11515192	Spata48	0.706530724717553	0.594131177249599	0.598670904362901	0.592645573880848	0.344486049039739
chr11_114668524_114672331	chr11	114668524	114672331	Rpl38	0.164458804523425	0.196935891715008	0.097718167566626	0.0778917910447761	0.0391432791728213
chr11_114675431_114720977	chr11	114675431	114720977	Ttyh2	0.45004523717203	0.866996859144721	0.350276091504613	0.251875669882101	0.127523745263923
chr11_114727408_114757889	chr11	114727408	114757889	Dnaic2	0.403863037752414	0.793246005202527	0.280610791407897	0.182836840666849	0.0764377578257704
chr11_114765388_114790739	chr11	114765388	114790739	Kif19a	0.268333497391476	0.610102715632475	0.171313970908037	0.120340616966581	0.0470088957806251
chr11_114791217_114795945	chr11	114791217	114795945	Btbd17	0.176853972168399	0.321186088402383	0.0872913992297818	0.0834943557408726	0.042670881074674
chr11_114798924_114806745	chr11	114798924	114806745	Gpr142	0.601607860652077	0.933995922528033	0.376111237747892	0.380878438331854	0.192415169660679
chr11_114851152_114872617	chr11	114851152	114872617	Gprc5c	0.428690142308092	0.548425150406984	0.298530329682801	0.304797142128094	0.154076218041486
chr11_114890041_114904654	chr11	114890041	114904654	Cd300a	0.408607126330403	0.693218332487739	0.312806873977087	0.218882303132938	0.105060506050605
chr11_114922781_114934386	chr11	114922781	114934386	Cd300lb	0.344189786891838	0.908745247148289	0.285740368815045	0.210716125708398	0.0900056785917093
chr11_114956116_114969157	chr11	114956116	114969157	Cd300c	0.738289205702648	0.930442128977753	0.61877452460006	0.590813569498649	0.27676845767298
chr11_114982274_114989922	chr11	114982274	114989922	Cd300ld	0.408052230685528	0.958035288507392	0.312638580931264	0.216444981862152	0.0702625975869411
chr11_114996721_115001880	chr11	114996721	115001880	Cd300c2	0.384328358208955	0.965116279069767	0.418107833163784	0.389	0.21760391198044
chr11_115010335_115016193	chr11	115010335	115016193	Cd300ld2	0.366111951588502	0.959691252144082	0.34771986970684	0.180704441041348	0.0807833537331701
chr11_115020728_115027012	chr11	115020728	115027012	Cd300ld4	NA	0.945736434108527	0.51219512195122	0.2	0.126436781609195
chr11_115031486_115037769	chr11	115031486	115037769	Cd300ld5	0.448275862068966	0.939226519337017	0.434210526315789	0.328571428571429	0.191666666666667
chr11_115042131_115048409	chr11	115042131	115048409	Cd300ld3	0.357512953367876	0.915492957746479	0.215488215488215	0.196747967479675	0.102970297029703
chr11_115051917_115062177	chr11	115051917	115062177	Cd300e	0.291093843395099	0.837280909521554	0.352269710645076	0.310856789359728	0.167546638507568
chr11_115091431_115162236	chr11	115091431	115162236	Rab37	0.517357600269633	0.688487785360215	0.390648230746357	0.321466714133143	0.166295223237501
chr11_115116214_115133992	chr11	115116214	115133992	Cd300lf	0.791759053954176	0.898847395112955	0.648894920511826	0.549560117302053	0.298430813124108
chr11_115163341_115181181	chr11	115163341	115181181	Slc9a3r1	0.56422569027611	0.673843093664073	0.372900476309852	0.355332223786967	0.225133809099019
chr11_115182832_115187859	chr11	115182832	115187859	Nat9	0.376470588235294	0.491828793774319	0.238792173779079	0.223022760766334	0.0830777808753833
chr11_115187487_115247023	chr11	115187487	115247023	Tmem104	0.801001948232675	0.947994888760524	0.618380840141422	0.527316251800458	0.251472211998528
chr11_115249169_115267243	chr11	115249169	115267243	Grin2c	0.186262852346646	0.335055004024685	0.113636363636364	0.0957063503978382	0.0652801421064318
chr11_115268024_115277050	chr11	115268024	115277050	Fdxr	0.605906696764485	0.751515151515151	0.516046606704824	0.461362597165066	0.229877954580565
chr11_115279622_115297663	chr11	115279622	115297663	Fads6	0.295379537953795	0.739710326143587	0.259622854721379	0.179894572722548	0.0972671500278862
chr11_115307163_115332303	chr11	115307163	115332303	Otop2	0.202460755197285	0.394995233555767	0.146257215860698	0.076350785827211	0.0402048459833372
chr11_115315192_115322041	chr11	115315192	115322041	Ush1g	0.108041743400859	0.234235435275297	0.0955591225254147	0.0397745400404126	0.0265000946431952
chr11_115334731_115346927	chr11	115334731	115346927	Otop3	0.335486649440138	0.581046469081595	0.281483156228804	0.26130389064143	0.160035523978686
chr11_115347707_115367756	chr11	115347707	115367756	Hid1	0.647091597949632	0.719475446428571	0.496581196581197	0.39933879743784	0.193534800463304
chr11_115381916_115396132	chr11	115381916	115396132	Cdr2l	0.344335664335664	0.529336586499361	0.206643685365089	0.0761439255638655	0.0409982174688057
chr11_115403752_115412674	chr11	115403752	115412674	Mrpl58	0.64689978370584	0.54698512137823	0.428284406741824	0.352953676158096	0.14529280948851
chr11_115415689_115419962	chr11	115415689	115419962	Atp5h	0.371717171717172	0.638773191972738	0.221317280453258	0.171792152704136	0.0483870967741935
chr11_115420128_115431274	chr11	115420128	115431274	Kctd2	0.52214637244007	0.648843382631779	0.370668214226496	0.331372209724866	0.166882091052707
chr11_115440545_115448270	chr11	115440545	115448270	Trim80	0.552737752161383	0.576899547289857	0.332632842990093	0.273802115743622	0.182237010493985
chr11_115462474_115474398	chr11	115462474	115474398	Slc16a5	0.347229033840118	0.678629162625283	0.225702068646712	0.11210162692222	0.0179176755447942
chr11_115475667_115490467	chr11	115475667	115490467	Armc7	0.705612520237453	0.712072468675923	0.465637897003409	0.327203499675956	0.151799687010955
chr11_115490420_115491862	chr11	115490420	115491862	Nt5c	0.171223021582734	0.149566105155692	0.0914185639229422	0.0738255033557047	0.0279485746226942
chr11_115497353_115514387	chr11	115497353	115514387	Jpt1	0.500224517287831	0.577742448330684	0.38709308966305	0.300160170848906	0.101088646967341
chr11_115523102_115536276	chr11	115523102	115536276	Sumo2	0.25678002582867	0.281536926147705	0.18101802757158	0.13369878286723	0.0698131760078663
chr11_115564434_115583985	chr11	115564434	115583985	Nup85	0.775950175662728	0.884668152975476	0.570213462010305	0.484921492066129	0.252117263843648
chr11_115584255_115604051	chr11	115584255	115604051	Gga3	0.634242560865645	0.683360258481422	0.4787743376955	0.417758826111494	0.208645651504261
chr11_115603925_115608036	chr11	115603925	115608036	Mrps7	0.298388876627676	0.390921258086103	0.202397166984473	0.172693980315862	0.0825822168087698
chr11_115607918_115612969	chr11	115607918	115612969	Mif4gd	0.196423158532889	0.312176165803109	0.12564632885212	0.105300689327312	0.0726995424504321
chr11_115614178_115628295	chr11	115614178	115628295	Slc25a19	0.774651590849329	0.741916167664671	0.582897971727105	0.532760629004077	0.265953654188948
chr11_115644045_115708597	chr11	115644045	115708597	Grb2	0.713081968961655	0.75493470242249	0.498270470708692	0.46768726079825	0.188343852360789
chr11_115765433_115799366	chr11	115765433	115799366	Tmem94	0.685773350873896	0.830084012056692	0.510747427028851	0.411216497570971	0.224588028767201
chr11_115799183_115813639	chr11	115799183	115813639	Caskin2	0.786518999427153	0.809946449821499	0.627290883458647	0.612157955104047	0.333963963963964
chr11_115814724_115823094	chr11	115814724	115823094	Tsen54	0.552714398111723	0.638859556494192	0.353571428571429	0.274120257846349	0.170011578541104
chr11_115824049_115855780	chr11	115824049	115855780	Llgl2	0.793784851930053	0.873520780081416	0.604736974895925	0.54082662931961	0.333457012615287
chr11_115858406_115892603	chr11	115858406	115892603	Myo15b	0.391999524488825	0.718028999604827	0.265987393672358	0.161226943491393	0.0710452997626664
chr11_11589223_11627835	chr11	11589223	11627835	4930512M02Rik	0.592277287929462	0.882877148313176	0.584030418250951	0.553942593203563	0.366297833102812
chr11_115892595_115933477	chr11	115892595	115933477	Recql5	0.799193293261626	0.89844495127514	0.61070504380987	0.535244922341697	0.234192348565356
chr11_115899966_115906269	chr11	115899966	115906269	Smim5	0.753071739992073	0.947660954145438	0.5743102936814	0.518777518777519	0.211125158027813
chr11_115912017_115913920	chr11	115912017	115913920	Smim6	0.920308483290488	0.963293650793651	0.54776299879081	0.516496018202503	0.130434782608696
chr11_115933282_115966725	chr11	115933282	115966725	Sap30bp	0.774044646235339	0.867485137369402	0.544042300282822	0.493010971149939	0.229043074542172
chr11_115974709_116008412	chr11	115974709	116008412	Itgb4	0.534644249229158	0.634623773173391	0.404219436135684	0.324132752665565	0.150152034364593
chr11_116008457_116012719	chr11	116008457	116012719	Galk1	0.493484797861677	0.492267668738257	0.435961358678716	0.414405525407005	0.293390804597701
chr11_116021912_116027962	chr11	116021912	116027962	H3f3b	0.05625	0.135910049191848	0.0317149569303054	0.0246020260492041	0.0148376259798432
chr11_116030322_116061214	chr11	116030322	116061214	Unk	0.772098144070462	0.814577305075467	0.562390961202958	0.475221166448231	0.239183034443496
chr11_116062095_116077961	chr11	116062095	116077961	Unc13d	0.502693469977664	0.902471772963076	0.331787930905556	0.245760517799353	0.105881012081149
chr11_116078573_116086995	chr11	116078573	116086995	Wbp2	0.70045045045045	0.708795269770879	0.527591349739001	0.454390583862475	0.190674654858036
chr11_116105752_116127210	chr11	116105752	116127210	Trim47	0.297490414778668	0.497902160328513	0.208792674253201	0.152692751308668	0.0959701170892896
chr11_116121846_116131128	chr11	116121846	116131128	Trim65	0.269631901840491	0.505188259709457	0.190485005553499	0.113826043237808	0.0618686868686869
chr11_116131817_116138868	chr11	116131817	116138868	Mrpl38	0.638472352389878	0.58440391698859	0.421167547690186	0.383972911963883	0.205799151343706
chr11_116142285_116168166	chr11	116142285	116168166	Fbf1	0.80364750728754	0.870894731773091	0.646258503401361	0.62245433091513	0.314872388113658
chr11_116171888_116199045	chr11	116171888	116199045	Acox1	0.703521703521704	0.82459362300719	0.514003607709105	0.416705271935514	0.173275353773585
chr11_116198855_116215318	chr11	116198855	116215318	Ten1	0.557358611825193	0.695047301057318	0.357996323529412	0.259685495914961	0.0895429899302866
chr11_116220559_116238077	chr11	116220559	116238077	Evpl	0.336758960421267	0.779340721795965	0.297816132441	0.204341070671877	0.0887330385729532
chr11_116245166_116274217	chr11	116245166	116274217	Srp68	0.773703433162893	0.823998509409353	0.567538171930558	0.53251997594295	0.239241571215945
chr11_116280939_116283938	chr11	116280939	116283938	Galr2	0.241474850809889	0.0196272065177139	0.163991439272338	0.21386617528504	0.0776625347837086
chr11_116288001_116307233	chr11	116288001	116307233	Exoc7	0.794268501180493	0.785499768981981	0.650532619900839	0.547264174300569	0.343020972429503
chr11_116330704_116335399	chr11	116330704	116335399	Foxj1	0.12218552987091	0.338536298041526	0.10461104140527	0.0578420467185762	0.0321673953778888
chr11_116336353_116413032	chr11	116336353	116413032	Rnf157	0.437858172485321	0.853565778750739	0.274921282381566	0.174612269844908	0.0784476348452783
chr11_116434094_116439077	chr11	116434094	116439077	Ubald2	0.269832078749276	0.317626006561288	0.192102251049218	0.126142595978062	0.061941251596424
chr11_116441325_116466241	chr11	116441325	116466241	Qrich2	0.809380737773327	0.85710769836582	0.643535709118966	0.592651144965028	0.328345864661654
chr11_116470845_116494202	chr11	116470845	116494202	Prpsap1	0.67511355486493	0.706446521791915	0.45821274322098	0.390916164967031	0.210265763418447
chr11_116530925_116536675	chr11	116530925	116536675	Sphk1	0.0807418770046019	0.163233413837193	0.0734622411693057	0.0361232059345267	0.0261889250814332
chr11_116537740_116581447	chr11	116537740	116581447	Ube2o	0.743838028169014	0.845573115563128	0.570094874359674	0.492201862064876	0.214962969951413
chr11_116586432_116597680	chr11	116586432	116597680	Aanat	0.752393385552654	0.839804276140836	0.583000363240102	0.497450837581937	0.251952398661212
chr11_116598165_116627019	chr11	116598165	116627019	Rhbdf2	0.733386709367494	0.796116504854369	0.598631891090443	0.544359290770929	0.302996927714335
chr11_116645595_116654313	chr11	116645595	116654313	Cygb	0.240574880233285	0.66588693957115	0.186489399928135	0.158779576587796	0.0857882809970864
chr11_116653534_116668389	chr11	116653534	116668389	Prcd	0.24487594390507	0.562132287395258	0.125241717158695	0.0784849935051617	0.0369712793733681
chr11_116675303_116694868	chr11	116675303	116694868	St6galnac2	0.698451507742461	0.793258202852299	0.543331630045989	0.478645279737173	0.255280153604468
chr11_116677483_116681290	chr11	116677483	116681290	St6galnac2	0.896262074758505	0.863161229014888	0.70199146514936	0.622008388847767	0.348045397225725
chr11_116765025_116775507	chr11	116765025	116775507	St6galnac1	0.531157270029674	0.743897477624085	0.42836433921237	0.38036410923277	0.183621933621934
chr11_116803062_116828046	chr11	116803062	116828046	Mxra7	0.480780780780781	0.694410533658877	0.40382843689221	0.339143373365926	0.185715496060324
chr11_116837432_116843449	chr11	116837432	116843449	Jmjd6	0.356562703053931	0.42920447351762	0.293380140421264	0.258158349240978	0.144744626306448
chr11_116843278_116854263	chr11	116843278	116854263	Mettl23	0.0994243851386709	0.0938972598755018	0.0739365815931941	0.0559344462540717	0.0253324889170361
chr11_116849901_116853094	chr11	116849901	116853094	Srsf2	0.0581818181818182	0.0513802668075551	0.0405656003708855	0.0172660400490396	0.0171896316507503
chr11_11685003_11772926	chr11	11685003	11772926	Ikzf1	0.474593599836418	0.62896946898784	0.380684183461077	0.337116423399609	0.191410392364793
chr11_116852440_116875635	chr11	116852440	116875635	Mfsd11	0.543179168286047	0.567558299039781	0.401233565979549	0.308535909414839	0.159554096566817
chr11_116918863_116986948	chr11	116918863	116986948	Mgat5b	0.388375009798542	0.747691339023366	0.273254682085426	0.191938139602743	0.0824447766151802
chr11_117115168_117159268	chr11	117115168	117159268	Sec14l1	0.760925550179491	0.804468006105862	0.552950131362487	0.471793204357015	0.215894091156146
chr11_117199661_117362325	chr11	117199661	117362325	Septin9	0.327816053789325	0.830547592796766	0.230095685921982	0.164530365369061	0.0698634960186339
chr11_117484368_117489014	chr11	117484368	117489014	Gm11733	0.381366459627329	0.943242139648836	0.337960491190603	0.164977477477477	0.0641025641025641
chr11_117654289_117763439	chr11	117654289	117763439	Tnrc6c	0.659623573773689	0.735733072818817	0.484614853910104	0.429390922895225	0.21210864033632
chr11_117765988_117782198	chr11	117765988	117782198	Tmc6	0.265408320493066	0.587560047414062	0.18482652919047	0.105790645879733	0.0541576058817438
chr11_117782076_117793110	chr11	117782076	117793110	Tmc8	0.233676975945017	0.33934899052328	0.125909090909091	0.0437863227450044	0.0168055555555556
chr11_117797660_117807301	chr11	117797660	117807301	6030468B19Rik	0.824057450628366	0.884989509822621	0.621852152721365	0.540003547986518	0.25615340583858
chr11_117809668_117814283	chr11	117809668	117814283	Syngr2	0.214148086980457	0.246838644410723	0.131080316742081	0.12854875683301	0.0534642662302237
chr11_117809668_117839904	chr11	117809668	117839904	Gm20708	0.592026399084113	0.56765168186105	0.415923706518562	0.378075278614986	0.112178758244257
chr11_117815526_117826092	chr11	117815526	117826092	Tk1	0.691590600116528	0.712370396853772	0.457005674378001	0.397468602825746	0.169106999195495
chr11_117825924_117839908	chr11	117825924	117839908	Afmid	0.695054484492875	0.59416277782172	0.539760796128914	0.45450952493874	0.0843643063964201
chr11_117849251_117855743	chr11	117849251	117855743	Birc5	0.231889333818711	0.459269128283213	0.290061295971979	0.222081218274112	0.144003055767762
chr11_117860752_117865543	chr11	117860752	117865543	Tmem235	0.673922143156132	0.722823823406914	0.655801104972376	0.62469556746225	0.342389281726833
chr11_117867952_117873481	chr11	117867952	117873481	Tha1	0.716818399616675	0.55613818630475	0.59035409035409	0.669512195121951	0.333176912247771
chr11_11787431_11808962	chr11	11787431	11808962	Fignl1	0.505577109602328	0.611323796091074	0.378780059861699	0.2970498474059	0.119452786119453
chr11_117966079_117970047	chr11	117966079	117970047	Socs3	0.0260823278921221	0.0795190887998313	0.0192520657636937	0.0089959373186303	0.0116013071895425
chr11_117986292_118024011	chr11	117986292	118024011	Pgs1	0.67827325092227	0.748162559446606	0.509980251093243	0.467112146063245	0.193947299765197
chr11_118021723_118130634	chr11	118021723	118130634	Dnah17	0.786081309521817	0.921983717017661	0.602029692941415	0.520744160022381	0.245891238670695
chr11_118132019_118248592	chr11	118132019	118248592	Cyth1	0.685742825123033	0.921129718675731	0.55201713472459	0.497763073296185	0.255618979664645
chr11_11814101_11898144	chr11	11814101	11898144	Ddc	0.327699146098959	0.830812606025852	0.225484606613455	0.127151935297516	0.0480089736399327
chr11_118259651_118290244	chr11	118259651	118290244	Usp36	0.742189160467588	0.894641332194705	0.588596813520826	0.543677174923154	0.306967062568875
chr11_118301069_118355740	chr11	118301069	118355740	Timp2	0.345712037765539	0.788803796785676	0.242606439014363	0.160598739204088	0.0813548201910854
chr11_118332360_118342500	chr11	118332360	118342500	Cep295nl	0.349070100143062	0.892291446673706	0.265394169172441	0.169223095149021	0.0768153630726145
chr11_118392751_118402092	chr11	118392751	118402092	Lgals3bp	0.870141746684957	0.91986542284753	0.684158087014281	0.635760490960358	0.368477967018113
chr11_118406289_118419086	chr11	118406289	118419086	Cant1	0.768245496997999	0.759705488621151	0.568825449851947	0.492254189061018	0.244253709630492
chr11_118428203_118449963	chr11	118428203	118449963	C1qtnf1	0.317893494615725	0.78052099533437	0.20828313253012	0.127924379677038	0.0622065727699531
chr11_118476829_118489209	chr11	118476829	118489209	Engase	0.537760045597036	0.813039247486215	0.459517503042451	0.411902265946295	0.214938657685831
chr11_118489762_118911597	chr11	118489762	118911597	Rbfox3	0.333563603377294	0.826356737295711	0.272039459636436	0.206557547456462	0.115294031730962
chr11_118988188_118993221	chr11	118988188	118993221	Enpp7	0.465295629820051	0.959842001316656	0.300535008141428	0.222832052689352	0.141279337321675
chr11_119022962_119031270	chr11	119022962	119031270	Cbx2	0.544189189189189	0.434507799892415	0.302799325463744	0.301705148078649	0.204672057502246
chr11_119036305_119040969	chr11	119036305	119040969	Cbx8	0.316722972972973	0.213962132651876	0.164151214603996	0.13981231111818	0.0572806753090142
chr11_119077573_119086221	chr11	119077573	119086221	Cbx4	0.274617383771297	0.491208663251048	0.222288085358625	0.227217496962333	0.123732251521298
chr11_119143045_119228499	chr11	119143045	119228499	Tbc1d16	0.360801840636818	0.812604186962828	0.225482604502045	0.139738598442714	0.0603718755922424
chr11_119228572_119265238	chr11	119228572	119265238	Ccdc40	0.569189622893822	0.786727635127213	0.423220868390691	0.340637987801587	0.156486786176308
chr11_119267887_119285454	chr11	119267887	119285454	Gaa	0.793978926241847	0.761540782460022	0.650600272044473	0.609826419535157	0.292062249192522
chr11_119288363_119300089	chr11	119288363	119300089	Eif4a3	0.665747860147976	0.663689716764481	0.474256475855452	0.499199460689306	0.223446508648302
chr11_11930508_12038683	chr11	11930508	12038683	Grb10	0.679404679404679	0.629026717557252	0.5302458304532	0.537859360237549	0.31377558779694
chr11_119307768_119345375	chr11	119307768	119345375	Card14	0.643485055674937	0.899057738572574	0.545277717743678	0.486672442790887	0.217958616429895
chr11_119343425_119355536	chr11	119343425	119355536	Sgsh	0.464005702066999	0.86297438078027	0.394279698192665	0.281097054206298	0.156890660592255
chr11_119355557_119381079	chr11	119355557	119381079	Slc26a11	0.415736530246658	0.913880445795339	0.278154491436561	0.151958532904665	0.0504355800091701
chr11_119393100_119487418	chr11	119393100	119487418	Rnf213	0.850630970633329	0.907816932699867	0.677007235485337	0.596173161057488	0.277081298165636
chr11_119491347_119511437	chr11	119491347	119511437	Endov	0.692942254812099	0.735348375195119	0.53684131624316	0.481603153745072	0.227130852340936
chr11_119538719_119547753	chr11	119538719	119547753	Nptx1	0.163413768630234	0.566488104616354	0.115835666187486	0.102631369743223	0.0455768317771799
chr11_119602905_119899576	chr11	119602905	119899576	Rptor	0.829953948724998	0.923133313002885	0.639295115053265	0.568905992446169	0.246186436483503
chr11_119913441_119919548	chr11	119913441	119919548	Chmp6	0.48605577689243	0.565361645653616	0.359482303222398	0.348433371083428	0.18978243978244
chr11_119942763_120006782	chr11	119942763	120006782	Baiap2	0.679354457783901	0.820917521341276	0.538662435928728	0.447140133460439	0.22857460035524
chr11_120007313_120047167	chr11	120007313	120047167	Aatk	0.29852045256745	0.859108146261799	0.267571441106789	0.18224414983049	0.0887240092411587
chr11_120064430_120086827	chr11	120064430	120086827	Cep131	0.817905815679395	0.827361316497934	0.670304549811961	0.631464162939415	0.325227568270481
chr11_120090531_120098731	chr11	120090531	120098731	Tepsin	0.688913525498891	0.874547788540086	0.54360569446106	0.506665036076801	0.211852157753459
chr11_120098928_120100705	chr11	120098928	120100705	Ndufaf8	0.12022792022792	0.253112033195021	0.0539990962494352	0.0695739853793799	0.025987525987526
chr11_120103960_120151346	chr11	120103960	120151346	Slc38a10	0.772459432508385	0.854149021126249	0.567071170875697	0.482975726948886	0.230620933408306
chr11_120232947_120292296	chr11	120232947	120292296	Bahcc1	0.345151745266962	0.697637560618786	0.248508506014424	0.173767931778863	0.0927432049533004
chr11_120345690_120348542	chr11	120345690	120348542	Actg1	0.243824189926211	0.229298303957433	0.103778423662164	0.135533482858058	0.0437591776798825
chr11_120361534_120368168	chr11	120361534	120368168	Fscn2	0.531004164738547	0.953887315077117	0.309671580036204	0.254636233951498	0.102878257487359
chr11_120369055_120378764	chr11	120369055	120378764	Faap100	0.662937261011188	0.625858752404507	0.505022542118168	0.529036207801294	0.263720871004712
chr11_120380370_120437708	chr11	120380370	120437708	Nploc4	0.77650164074761	0.817090419843378	0.503900924102409	0.406061497719582	0.176318597989103
chr11_120442644_120446950	chr11	120442644	120446950	Tspan10	0.627149321266968	0.954113924050633	0.419743178170144	0.258157786038827	0.109712230215827
chr11_120447605_120453500	chr11	120447605	120453500	Pde6g	0.822115384615385	0.963228420068557	0.627131208302446	0.49925705794948	0.193950177935943
chr11_120456606_120458068	chr11	120456606	120458068	Oxld1	0.117446393762183	0.6602658788774	0.0958531611148878	0.0658373786407767	0.0254524886877828
chr11_120458115_120464358	chr11	120458115	120464358	Ccdc137	0.603538663171691	0.746013881072969	0.375994582698493	0.42716049382716	0.208368915456874
chr11_120464866_120467607	chr11	120464866	120467607	Arl16	0.232107023411371	0.193995381062356	0.185151788397956	0.121103117505995	0.0529715762273902
chr11_120467635_120483979	chr11	120467635	120483979	Hgs	0.723591050693854	0.87307479661954	0.579938426290542	0.522857985547854	0.300988319856244
chr11_120484613_120489065	chr11	120484613	120489065	Mrpl12	0.440637210700331	0.484086048559567	0.296847635726795	0.289631533847472	0.130668536699392
chr11_120491840_120499187	chr11	120491840	120499187	Slc25a10	0.513274336283186	0.83	0.433372411098085	0.445963912630579	0.245594538815685
chr11_120530699_120538986	chr11	120530699	120538986	Gcgr	0.226534753932014	0.592914101140608	0.220376960590484	0.161560247167868	0.0896007428040854
chr11_120542888_120549727	chr11	120542888	120549727	Mcrip1	0.541235273116744	0.441892449456746	0.364574799279043	0.304931285367825	0.20256946519271
chr11_120549979_120551132	chr11	120549979	120551132	Ppp1r27	0.503067484662577	0.167158308751229	0.26625386996904	0.116087212728344	0.0824829931972789
chr11_120560298_120573253	chr11	120560298	120573253	P4hb	0.515274034141959	0.604356171242594	0.342165990292035	0.338480435164064	0.184676122240094
chr11_120578104_120581624	chr11	120578104	120581624	Arhgdia	0.256180957390847	0.330389308541546	0.129464285714286	0.166038354368136	0.0482977038796516
chr11_120592121_120598365	chr11	120592121	120598365	Alyref	0.290815229081523	0.246057855927396	0.136188436830835	0.118340163934426	0.0671140939597315
chr11_120598421_120608198	chr11	120598421	120608198	Anapc11	0.407011777595179	0.375433584982657	0.278720546941765	0.201144366197183	0.0858782537405206
chr11_120608477_120609093	chr11	120608477	120609093	Npb	0.501030927835052	0.0162189559047136	0.392941176470588	0.430227374052608	0.282437275985663
chr11_120610087_120617936	chr11	120610087	120617936	Pcyt2	0.573330602212208	0.845224262142691	0.383413590155163	0.321527777777778	0.165614872931946
chr11_120618372_120625240	chr11	120618372	120625240	Sirt7	0.512980919612136	0.795579490631662	0.3532518065592	0.303558746942318	0.164355568530142
chr11_120625117_120633600	chr11	120625117	120633600	Mafg	0.38500548245614	0.446989123706782	0.255966466094247	0.265597509811883	0.143915692409024
chr11_120635712_120643769	chr11	120635712	120643769	Pycr1	0.476430976430976	0.695379682262061	0.307415036045314	0.23984126984127	0.100349475786321
chr11_120646031_120648158	chr11	120646031	120648158	Myadml2	0.322692977365061	0.555833750625939	0.229952203929899	0.0866320571057755	0.0546116504854369
chr11_120653788_120661175	chr11	120653788	120661175	Notum	0.102808691043985	0.295848072984547	0.0593115161016396	0.0259029791721592	0.0178299298994209
chr11_120672973_120709447	chr11	120672973	120709447	Aspscr1	0.707003367003367	0.876492012549133	0.556546258192349	0.519313469513132	0.243536378026617
chr11_120710942_120713738	chr11	120710942	120713738	Cenpx	0.104504504504505	0.198911429985156	0.0494611771207516	0.0272934040940106	0.0238538948937756
chr11_120713925_120721128	chr11	120713925	120721128	Lrrc45	0.657923900997414	0.47591379674625	0.438236213905973	0.353812454365286	0.184935356942102
chr11_120721470_120723969	chr11	120721470	120723969	Rac3	0.206834532374101	0.154750768408392	0.133547731888964	0.141210901774282	0.0916925198207515
chr11_120725399_120727281	chr11	120725399	120727281	Dcxr	0.149921915668922	0.450974025974026	0.0915315315315315	0.0831813206858811	0.0439052570768342
chr11_120729489_120732114	chr11	120729489	120732114	Cbr2	0.287337662337662	0.667957941339236	0.0887470997679814	0.0629477993858751	0.0156372165754496
chr11_120762794_120764419	chr11	120762794	120764419	Hmga1b	0.0642978003384095	0.2128	0.0432220039292731	0.061614730878187	0.0419485791610284
chr11_120780746_120784207	chr11	120780746	120784207	Rfng	0.395854657113613	0.399556048834628	0.256332320162107	0.310564833927566	0.151609553478712
chr11_120784272_120789102	chr11	120784272	120789102	Gps1	0.397514375811538	0.478160654604126	0.235588137287571	0.218180176927243	0.171088519712373
chr11_120789201_120796403	chr11	120789201	120796403	Dus1l	0.483419689119171	0.628648907321742	0.419508980062613	0.40684575389948	0.184928229665072
chr11_120805846_120824547	chr11	120805846	120824547	Fasn	0.578211945097069	0.723962770153021	0.469001071237279	0.401214802099495	0.229500553645317
chr11_120826529_120932872	chr11	120826529	120932872	Ccdc57	0.797638773819387	0.933223672051159	0.606479464533249	0.519869183125354	0.236490927275325
chr11_120948480_120960868	chr11	120948480	120960868	Slc16a3	0.395758122743682	0.465355603448276	0.309722125008749	0.279718833988009	0.140851553509781
chr11_120958990_120991330	chr11	120958990	120991330	Csnk1d	0.603241719520789	0.701516464471404	0.487412298803137	0.458649789029536	0.253929967562173
chr11_121036747_121039418	chr11	121036747	121039418	Cd7	0.594405594405594	0.800940438871473	0.303205699020481	0.133743704532736	0.03147128245476
chr11_121053458_121063569	chr11	121053458	121063569	Sectm1b	0.361356247097074	0.859298852381701	0.22242497972425	0.0951280569998074	0.0363466915191053
