gene	Oocyte	Sperm	Zygote	Two-cell	Four-cell	Eight-cell	Morula	Blast
Ifi213	0.683303085299455	0.871851702599234	0.3324155325	0.2046150664	0.3990195484	0.4661688955	0.4117737381	0.1995247624
Ifi209	0.600420609884332	0.927333705980995	0.2421464478	0.3560725789	0.4937938196	0.4579400842	0.3503845447	0.1130118643
Ifi208	0.481237656352864	0.802302158273381	0.2710937547	0.2311864187	0.2384556872	0.3558797938	0.2510910704	0.1629898968
Ifi207	0.401588702559576	0.782464454976303	0.2252277563	0.169428275	0.3359258803	0.2458763483	0.2517790645	0.1151680652
Ifi204	0.442990654205607	0.799640610961366	0.2029082739	0.1939711323	0.2752446232	0.3085100243	0.2565751116	0.1595614225
Mndal	0.4399375975039	0.776135163674762	0.245899255	0.2434756833	0.300730109	0.2916930113	0.2592624389	0.1447775596
Ifi211	0.436496350364963	0.862121212121212	0.2115737583	0.2588411304	0.3321951903	0.3968699607	0.2172790729	0.1285232905
Ifi203	0.513976041072447	0.836617405582923	0.2127899807	0.2596552	0.3359751087	0.3437563264	0.3061993272	0.1283186469
Ifi202b	0.447692307692308	0.892465252377469	0.1884300828	0.2150822407	0.2983753373	0.2861136444	0.3255080954	0.17170371
Ifi205	0.542801556420233	0.89010989010989	0.3003583358	0.2231943744	0.3120323459	0.3318846919	0.2818285397	0.1491954496
Olfr433	0.324894514767932	0.944444444444444	0.1045674783	0.1019977556	0.2698621739	0.3242145913	0.1876064458	0.0784157
Olfr432	0.352549889135255	0.948504983388704	0.19015872	0.1863684	0.25541334	0.2122971161	0.2576225292	0.2061444857
Olfr430	0.523206751054852	0.96529284164859	0.04545454545	0.1094871833	0.1962698667	0.1604575294	0.2428571	0.09283247143
Olfr429	0.287109375	0.917114351496546	0.185973087	0.23604957	0.2084359655	0.2497023667	0.2480628156	0.1032825118
Olfr427	0.461873638344227	0.959131545338442	0.0766667	0.1666666667	0.3562478111	0.37618565	0.1567129875	0.1552116154
Olfr231	0.342857142857143	0.937391304347826	0.1352575097	0.3604489333	0.1869786548	0.2127101971	0.1400377	0.08228733889
Olfr424	0.747747747747748	0.976253298153034	0.7059449	0.655303	0.3476131944	0.419947	0.3753267235	0.257988875
Olfr420	0.862445414847162	0.762543757292882	0.5484375219	0.4461465167	0.4421115732	0.6126249382	0.3868929406	0.2189318182
Spta1	0.540353905912818	0.892851802003888	0.3282632758	0.2861013594	0.3283659338	0.376160839	0.3080993218	0.1645283773
Olfr419	0.432525951557093	0.926627218934911	0.2766666667	0.1542342875	0.2814446312	0.2922163235	0.1701680765	0.06967158
Mptx1	0.606965174129353	0.785977859778598	0.1722222	0.1423705714	0.2489178182	0.07281743077	0.1488070083	0.1992942
Olfr417	0.659695817490494	0.963912630579297	0.3413257704	0.3628151625	0.5377251429	0.3864037038	0.4435662276	0.2026714889
Olfr248	0.872549019607843	0.684014869888476	0.9444445	0.1811967	0.5801136833	0.6181318714	0.6672728	0.1954656667
Olfr414	0.455601659751037	0.512297540491902	0.122734287	0.1747409458	0.2106365345	0.1687680333	0.1898262414	0.13016448
Olfr220	0.323577235772358	0.952996474735605	0.2144585757	0.2615685	0.2167662	0.3201391111	0.1729088537	0.2010906235
Fmn2	0.770698051948052	0.853971711497399	0.4841981275	0.3235186857	0.5077985387	0.5254672611	0.4563996597	0.206853677
Grem2	0.375261845386534	0.77872582480091	0.1768218684	0.1912681267	0.2396456287	0.2417305738	0.1954253854	0.1379847687
Rgs7	0.467782976278421	0.895750662487726	0.2840529088	0.2374676829	0.303761794	0.3098524116	0.257364162	0.1454858277
Fh1	0.784279977051061	0.722827763496144	0.4126062415	0.1493378484	0.3959666043	0.3561922997	0.3538384581	0.1454130021
Kmo	0.394048121570283	0.662049261936713	0.2216845316	0.1446149054	0.2298027235	0.2027993847	0.1629704591	0.09613980633
Opn3	0.589314679643147	0.746878295132915	0.3754301533	0.2126577429	0.3372263928	0.2975707364	0.2832678743	0.1142013322
Chml	0.326770293609672	0.47961724996723	0.2486387361	0.1195010875	0.1533218884	0.1575394834	0.1401294416	0.06444374731
Wdr64	0.444444444444444	0.900327907595049	0.2738520251	0.1872240303	0.210862855	0.1893455358	0.1749967252	0.1245972124
Exo1	0.749066272908886	0.787609511889862	0.3342513007	0.223236061	0.3031499301	0.2774943534	0.2322512447	0.1332810948
Gm38100	0.48	0.155232849273911	0.02603588571	0.001736111111	0.002869441176	0.01186869697	0.01737967941	0.0203101
Pld5	0.392162083656081	0.847400331066393	0.2357368051	0.2122879811	0.2361517907	0.2350323514	0.1992902399	0.1145357309
Rbm8a2	0.491764705882353	0.0145745181006112	0.03080808182	0.01176470588	0.00852271875	0.008264454545	0.01663456	0.02157421053
Pi15	0.439641539272536	0.937952203464153	0.2769342707	0.3069815568	0.3620734345	0.3376570779	0.3176294967	0.1877803054
Cep170	0.691075981642019	0.755240841978391	0.4281985645	0.2847249703	0.4551837815	0.3982658941	0.3822705943	0.1037740522
Sdccag8	0.664397188204607	0.887766938006172	0.3401738575	0.1990387417	0.3081294318	0.3118547529	0.2767971221	0.1279470798
Akt3	0.854187143699626	0.895724476350584	0.5118948275	0.3219763046	0.5107561206	0.5053351686	0.4415225831	0.1982193894
Crispld1	0.418439716312057	0.736784807064231	0.3609321696	0.2020629835	0.3111854012	0.3362210331	0.2750850547	0.1335770411
Zbtb18	0.426171529619805	0.495033699893579	0.1397801727	0.0718673024	0.09434638584	0.1065673423	0.1063160811	0.06348668361
1700016C15Rik	0.801242236024845	0.959017470116905	0.4628451025	0.3371371165	0.4337867512	0.4243013975	0.3665010219	0.2049698699
Adss	0.590924599112931	0.580967238689548	0.3279277158	0.1797739105	0.3203922795	0.3020240862	0.2571542366	0.1309180552
Catspere1	0.513745594360782	0.919235709698137	0.3196187072	0.2095522098	0.2757071795	0.2917376183	0.2507253517	0.1525662719
Catspere2	0.837886998370533	0.815982430048767	0.4458686872	0.2312271339	0.3901368644	0.3993917093	0.3821415151	0.158400504
Desi2	0.758242699323456	0.766709001428798	0.3929899647	0.2032980676	0.3096498387	0.2872876829	0.3037459196	0.1269135324
Cox20	0.185639229422067	0.270751847023033	0.120730405	0.093190332	0.126201625	0.133063225	0.07856036364	0.02461695217
Hnrnpu	0.234705407586764	0.385043329410506	0.1476901014	0.08150801589	0.1750445127	0.1420637625	0.1268127875	0.03659160435
Efcab2	0.477411864048976	0.786780013879251	0.2676627882	0.1693977281	0.1929056148	0.2076666004	0.1876882981	0.1068081915
Kif26b	0.546426785470746	0.883990408316621	0.2720476563	0.1727961605	0.2563408673	0.2704078544	0.2203335144	0.1139835591
Smyd3	0.803926954974753	0.949246485346099	0.4093681336	0.2305816826	0.3752176542	0.3578810901	0.3204839981	0.1480828545
Tfb2m	0.646601222448602	0.636823174880918	0.3567715016	0.1516395361	0.342491214	0.331946713	0.2353729808	0.09512950373
Cnst	0.794402075634877	0.851169534119466	0.3452656766	0.1854666718	0.3053401078	0.280210117	0.2419159952	0.1154464132
Sccpdh	0.629299126231642	0.66832229580574	0.3551989964	0.1650639259	0.319394247	0.202170875	0.2388023477	0.1070999857
Kif28	0.458309653324673	0.900593755985443	0.2118427204	0.1295490954	0.1302999712	0.140684598	0.1327710522	0.08160801586
Ahctf1	0.681829930214526	0.752545454545455	0.4234103512	0.2053387993	0.3859958425	0.3659616181	0.3151965984	0.1095520674
Cdc42bpa	0.841365060321269	0.935750268395408	0.4691699273	0.2542520243	0.4409544345	0.4002467461	0.3768180291	0.1721842663
Coq8a	0.613460892917086	0.852780137826867	0.2786031279	0.1154951856	0.2637021578	0.2612780304	0.1994733208	0.1096234618
Psen2	0.702358694088883	0.680890314818528	0.2574835047	0.1228091345	0.2455836898	0.2414509391	0.2095093588	0.09910462508
Itpkb	0.242269662136194	0.650246238216717	0.1408991812	0.1078780616	0.1162955004	0.1079459706	0.06693616955	0.05841009214
Stum	0.309473376670806	0.746328067143915	0.1167568453	0.07682872464	0.07014045123	0.07377283783	0.05101799515	0.05367255117
Parp1	0.80627690598528	0.796668524772928	0.3055071341	0.1202046551	0.288787024	0.2405205629	0.2383690386	0.1041922454
Lin9	0.675746844638155	0.649594663063672	0.3453187775	0.1890110847	0.3337233686	0.3245875537	0.3183158493	0.1362003293
Mixl1	0.147907881933182	0.294945054945055	0.1394626286	0.02643415667	0.06645680309	0.05829657857	0.03242079485	0.01489497879
Acbd3	0.652473939215974	0.771827515400411	0.287423274	0.1641736119	0.2430320735	0.2039371047	0.1933118041	0.08798123955
H3f3a	0.345432441820076	0.355096711009549	0.1495022	0.1025477675	0.1450790311	0.08916026293	0.1107423004	0.06031166467
Sde2	0.603578528827038	0.823115113728207	0.2664098113	0.136055267	0.1891170979	0.1773692876	0.1369658091	0.07969185727
Lefty2	0.226266952177016	0.479621821898556	0.05328881982	0.07863701111	0.06980608091	0.05197087568	0.06116223604	0.04771918025
Pycr2	0.367619754920163	0.450100372813307	0.2124831383	0.1033624861	0.1990346188	0.2437777578	0.2381765862	0.08390133838
Lefty1	0.16581956797967	0.438337497161027	0.06856346835	0.05298252462	0.04946297564	0.1105784463	0.03708401111	0.03733811385
Tmem63a	0.415933728778891	0.823215277481095	0.1436601467	0.08341279932	0.08261958262	0.07925742922	0.05918999602	0.04073525316
Ephx1	0.317637748540904	0.71239646730426	0.1115581996	0.1292405707	0.1037044934	0.1080073901	0.09694309615	0.06227182937
9130409I23Rik	0.800738007380074	0.957712050843315	0.4127906659	0.1658338515	0.3815434348	0.3341147429	0.3226935539	0.1387121347
Nvl	0.832155639166743	0.81430864257575	0.4658640097	0.2337072184	0.3955522104	0.342449368	0.3538211305	0.1254038448
Cnih4	0.557403148770564	0.605526706231454	0.3042696365	0.1347196416	0.2391994676	0.1864612383	0.1883487374	0.08411039084
Crisp4	0.413176996091569	0.816075456223088	0.2381194625	0.2339970524	0.32152346	0.3310366777	0.2063565421	0.1822471489
Wdr26	0.724720738222438	0.685973451327434	0.3480265075	0.1970326658	0.2939510889	0.2744209482	0.2739964426	0.1154432825
Cnih3	0.352281062050755	0.838240505353979	0.1525651966	0.1147460316	0.1101673053	0.1088374203	0.08554556983	0.06136660297
Ccdc121	0.18743961352657	0.0692792162351295	0.02846018421	0.0345072	0.01231942105	0.008333333333	0.03644554054	0.0409366
Dnah14	0.6648242491001	0.924733192697624	0.3770588686	0.2225969217	0.3415083126	0.3224390984	0.2968535376	0.1444014154
Lbr	0.525054466230937	0.662767226351041	0.2346795209	0.1335378097	0.2505081874	0.2648933449	0.2222401429	0.07920423942
Enah	0.719452512632794	0.810828802840342	0.3776234026	0.2024126347	0.3395247026	0.3388226282	0.2933961	0.1183210836
Srp9	0.528442317916002	0.425740058442383	0.1740728778	0.1029826238	0.248049836	0.2547538269	0.2182313532	0.05299494466
Vmn1r1	0.380258899676375	0.968911917098446	0.0368254	0.22836967	0.1823831695	0.1015683267	0.0582511381	0.07472574444
Degs1	0.403877514042399	0.431825396825397	0.1816099409	0.06995732336	0.1366733714	0.2040411465	0.1754774395	0.06853074649
Fbxo28	0.690774988991634	0.669661835748792	0.3354384699	0.1756122424	0.2226440469	0.2282274253	0.2431446642	0.1180467462
Trp53bp2	0.794562551103843	0.797940487670478	0.4464220823	0.2154834343	0.3374487246	0.3411694245	0.3280940996	0.136533021
Capn2	0.342717332205642	0.682809136126302	0.1003942714	0.08660080136	0.07197670404	0.06819045479	0.06178408677	0.04447479515
Defb41	0.646103896103896	0.795393359258151	0.3514330148	0.1687627893	0.3847242893	0.37366276	0.4113026537	0.1592123618
Capn8	0.405372553786313	0.919755675562313	0.1801649071	0.1361253655	0.1398172077	0.117393706	0.1052576547	0.05989205333
Ccdc185	0.370671378091873	0.0437125748502994	0.01155705625	0.008649654154	0.01790958889	0.04227991605	0.01046628395	0.01999590149
Susd4	0.45983992588208	0.848262081295683	0.1944281753	0.1380722081	0.1973020787	0.1882081112	0.1410408142	0.09669702426
Tlr5	0.464397977313106	0.711979520401233	0.1572013966	0.1159908559	0.104300439	0.1296563343	0.07060895473	0.05989138284
Dusp10	0.569146700294241	0.750262088010432	0.2822103661	0.1609552476	0.2404847899	0.2485402775	0.2373879433	0.09839213957
1700056E22Rik	0.00747282608695652	0.00408348457350272	0.007149938202	0.006294023404	0.004938277778	0.006304959341	0.003498021739	0.006456759701
Hlx	0.0222267956369623	0.279226240538267	0.03845088522	0.02205024167	0.02301299412	0.04028021981	0.01899766878	0.02356531071
Mtarc1	0.296253469010176	0.594638818037442	0.1243685896	0.1123062837	0.105100143	0.08421296317	0.07329095673	0.03884933819
Mtarc2	0.564364437913299	0.592864677516576	0.2762517982	0.1189622947	0.1843288226	0.1743751825	0.1836241525	0.09195068497
C130074G19Rik	0.222159198336169	0.409034525532355	0.07052972488	0.0735129027	0.087536206	0.09615591435	0.0617725835	0.02897229156
Mark1	0.508231275211687	0.887735356451761	0.2104880831	0.1355883014	0.1388437943	0.1318465337	0.1355653077	0.07975521046
Rab3gap2	0.839666463600366	0.930642924613622	0.4464975714	0.2288376141	0.357041411	0.3442014111	0.341260233	0.1429345369
Iars2	0.827235125676106	0.820479724642358	0.3483417206	0.1709639287	0.3098454787	0.3084470891	0.3114978636	0.1411304794
Bpnt1	0.851945482523632	0.853015489399099	0.3368983432	0.1909831731	0.2836773008	0.3014372167	0.2603835103	0.1403846599
Eprs	0.792400541938662	0.8163916818331	0.4835072965	0.2271212962	0.4027840639	0.3454606687	0.3133857219	0.1443747482
Slc30a10	0.361674946770759	0.390442616529573	0.09129255249	0.09391565401	0.07349136142	0.1055802247	0.0971020306	0.06219176444
Lyplal1	0.640831390831391	0.752553024351925	0.4261101927	0.2262749888	0.4524765265	0.4306742351	0.3979702397	0.2063996899
Tgfb2	0.448107394366197	0.776965644890173	0.1982931066	0.1271622561	0.1953358893	0.1903180781	0.1416973782	0.08590208664
Rrp15	0.81478715459298	0.843608273112385	0.3100866956	0.1234265374	0.3328733264	0.2882931201	0.2461434714	0.1475189533
D1Pas1	0.526795580110497	0.298509332331204	0.08837988976	0.06209591923	0.03611127109	0.07188794063	0.02237519134	0.03932735769
Spata17	0.794643154217268	0.941089010771162	0.4873211935	0.2792084662	0.4824943643	0.4130286273	0.4014754119	0.1918064524
Gpatch2	0.834487203972498	0.899456327348165	0.4170669477	0.2360595418	0.43266136	0.4101925799	0.3585315566	0.163781503
Esrrg	0.768242122719735	0.879986527824556	0.4023440411	0.2454243469	0.4432325045	0.4518097601	0.3829062859	0.1913701946
Ush2a	0.850613863044677	0.91293859406823	0.4984798941	0.2717104474	0.4997829065	0.4786029102	0.4392864444	0.216516187
Kctd3	0.788750421017178	0.860475807378462	0.3361784787	0.1635925282	0.2991674791	0.3113799694	0.2623162804	0.1115285311
Kcnk2	0.451666399186861	0.770416735298962	0.24054487	0.1799189556	0.2329922542	0.2368997511	0.2084484932	0.1211330079
Cenpf	0.788693798842992	0.857808022922636	0.4143087464	0.2785804736	0.3727152501	0.3544486309	0.358132876	0.1623754994
Ptpn14	0.382475787476973	0.891516084073826	0.1514587761	0.1260093865	0.1419748197	0.1308810216	0.1125836949	0.07978383138
Smyd2	0.582673637042569	0.822825516275814	0.2276576994	0.1371057236	0.2363534307	0.2454364195	0.1812945982	0.1056064607
Prox1	0.345386621554945	0.64853287042222	0.1405915969	0.1210312203	0.1390395561	0.1567820019	0.1285032406	0.09882085127
Rps6kc1	0.654638012694526	0.914468690352487	0.2956594634	0.171359304	0.2983403974	0.2649216589	0.2539949553	0.1208094505
Angel2	0.582739726027397	0.537409075164531	0.2666612062	0.1699667087	0.2841400345	0.2471957294	0.1847093894	0.1112420141
Vash2	0.395567242674681	0.678310798295981	0.2256917598	0.1071279118	0.1744282736	0.1739705014	0.1561181597	0.08890877596
Flvcr1	0.548373816385344	0.773966979841284	0.2857926298	0.1774602061	0.2342064974	0.2229916431	0.1972057404	0.1130810322
Tfap2d	0.254817474566128	0.592671625411535	0.2619628401	0.1784267877	0.2578237118	0.2491756698	0.2213560623	0.1200847888
Spata45	0.820772058823529	0.954495614035088	0.33545476	0.1454688708	0.3821831533	0.3728175574	0.274258675	0.17351345
Tatdn3	0.760044395116537	0.82682761732852	0.4226670909	0.199128048	0.285912245	0.2943090705	0.2811708136	0.1390894109
Nsl1	0.776022408963585	0.773595367175949	0.3881992403	0.1650373465	0.3089991914	0.2803848165	0.2395945129	0.1092367352
Batf3	0.286658549312924	0.448722044728435	0.105916519	0.0702268538	0.06446253871	0.05970580847	0.0486840313	0.03612551491
Fam71a	0.396718866517524	0.955375253549696	0.128231164	0.1342649789	0.196965158	0.1916544511	0.1128307686	0.09230799459
Atf3	0.229694671722211	0.511251151868256	0.1111208932	0.06202586741	0.1003290945	0.09583185255	0.07245526085	0.04008074681
Nenf	0.281815863300179	0.436708248718693	0.1257856201	0.08293103636	0.08570232423	0.0716184099	0.05782869267	0.0375666403
Pacc1	0.779670781893004	0.822808385308385	0.2745087662	0.09848469574	0.2230993163	0.278748691	0.2384905734	0.09115110764
Ppp2r5a	0.443143618870986	0.566268340644381	0.2700668331	0.1317329228	0.2107013857	0.2136876797	0.213026126	0.08388108593
Dtl	0.634290753338372	0.735063728093468	0.3884112233	0.2891476601	0.4022925667	0.3137245636	0.3132388941	0.1358907085
Ints7	0.791479495725257	0.866241804929861	0.372617737	0.2478017135	0.311709841	0.3292690462	0.3073801284	0.1063175419
Lpgat1	0.626529831718511	0.607180540108934	0.354862915	0.2108186327	0.3477998986	0.3043006759	0.2712869628	0.1091004582
Nek2	0.550379572118703	0.721475837176659	0.231711251	0.0778436136	0.1978392589	0.2069374584	0.1808221657	0.07621880953
Slc30a1	0.206759126414794	0.302554980595084	0.1163605603	0.06281123667	0.07598324089	0.07031932772	0.05685914221	0.02886925862
Rd3	0.338827258320127	0.71487111698612	0.1210615143	0.08257366705	0.03227857214	0.07782048058	0.02552735038	0.0384641134
Traf5	0.704264446126672	0.808243289492984	0.2766436057	0.1496777161	0.2509426239	0.2227021627	0.2132986703	0.09700665446
Tfap2b	0.121282993651854	0.165135206090837	0.1198608208	0.06606128341	0.1155936255	0.09902868956	0.05099500822	0.06620731075
Rcor3	0.807254434736563	0.678017259703269	0.3906545725	0.2381596861	0.3400288149	0.3482477275	0.2939790289	0.1294641903
Kcnh1	0.828908505348174	0.888580332892263	0.3892882609	0.2141826035	0.4017410354	0.3840508634	0.3480503163	0.1488532794
Hhat	0.698319807136679	0.892065026893092	0.3264314489	0.1762290753	0.34512788	0.3152218141	0.2848207629	0.139638136
Sertad4	0.148668106551476	0.391243196966917	0.130659585	0.05854602323	0.08797275574	0.1154489734	0.07463940628	0.05155628827
Syt14	0.740697195932044	0.913020785361211	0.4862447004	0.3004499351	0.483107223	0.4457895692	0.4050599499	0.2025733903
Utp25	0.683502340093604	0.787251764499584	0.2955421907	0.1535308324	0.2354839071	0.2688609215	0.1938666061	0.09843982052
Irf6	0.280693950177936	0.61348445219413	0.1156296982	0.07174303727	0.04271335047	0.0733034516	0.03674587452	0.03875478116
A130010J15Rik	0.246490927764464	0.270346494762289	0.08182620565	0.0780526413	0.03862317258	0.03400377398	0.01851422893	0.01957066353
Traf3ip3	0.466087443946188	0.898068419827787	0.1922647339	0.1142680595	0.1492444587	0.1359370229	0.09405274277	0.06525723241
Lamb3	0.360633545417626	0.907316437795393	0.1747554948	0.1553939377	0.1724811045	0.1714201599	0.137106972	0.1007988026
Hsd11b1	0.375807493540052	0.934362406939417	0.2336967333	0.2209501528	0.2213370277	0.2369542561	0.2038155059	0.1632594395
G0s2	0.0762589928057554	0.0819224467504096	0.01398109412	0.01389414286	0.006782102857	0.01983857576	0.007941357143	0.00965725
Camk1g	0.390772532188841	0.953376503237743	0.1299356484	0.1097669437	0.1068274449	0.09734481389	0.08291356452	0.06631692574
Plxna2	0.668711919677336	0.785402709076868	0.3575132956	0.1890771325	0.3988188613	0.3438624551	0.3098716674	0.1293861626
Cd34	0.29214717188358	0.612370260538022	0.1619204624	0.2621968194	0.1572115099	0.180167822	0.1510742216	0.1094900381
Cd46	0.74093399426037	0.754602468136759	0.4048910616	0.2062450255	0.3710062281	0.3758325045	0.3183522388	0.1647200384
Cr1l	0.643040410519564	0.646233916437762	0.4099509165	0.2418935526	0.5296450331	0.4601192359	0.3981083511	0.1415117303
Cr2	0.640757674722404	0.823041592242919	0.4166571088	0.26908213	0.4650045179	0.397960119	0.319316	0.1438762529
Pkhd1	0.678412686454724	0.889122588119959	0.3811089063	0.2665582367	0.4022382773	0.3955321119	0.3466870558	0.171277275
Il17a	0.31924882629108	0.692236598890943	0.1285992371	0.07478267895	0.122879	0.1364588714	0.0663503439	0.06742111923
Il17f	0.827558420628525	0.804203368876526	0.4865893269	0.2249856859	0.3789053873	0.396039405	0.3055883289	0.2115165644
Mcm3	0.740990733325706	0.789378829748889	0.3246047672	0.1225969506	0.3390869955	0.2618599103	0.2947072621	0.1422124143
Paqr8	0.31448590516539	0.751975560081466	0.1340451629	0.09484508837	0.1249622029	0.08978405368	0.07414141615	0.05504459587
Efhc1	0.678935185185185	0.857889618283491	0.3810702989	0.2018268127	0.3386520347	0.3720957802	0.3162452192	0.1434132469
Tram2	0.645905040313075	0.875114101938141	0.326284448	0.1638763845	0.2716972918	0.2806594019	0.2590417498	0.1266729425
Tmem14a	0.596425211665099	0.726557773744707	0.2481744743	0.0703822087	0.1245597245	0.136800399	0.143603114	0.1035731091
Gsta3	0.551499348109518	0.954433618738313	0.2271327522	0.1976223112	0.177304899	0.1512718596	0.13500454	0.09014842368
Khdc1a	0.370909090909091	0.938613861386139	0.2440737857	0.2077529125	0.1645838733	0.0193427	0.09312449412	0.08783112
Khdc1c	0.384615384615385	0.952513966480447	0.1838847	0.1944444286	0.1098214375	0.1454744813	0.0808081	0.01602564
Khdc1b	0.466386554621849	0.959484346224678	0.2557961538	0.1030666857	0.04807692308	0.083683	0.006993007692	0.04789551667
Kcnq5	0.605108552215333	0.838354912662865	0.3703164073	0.2597082554	0.3900029487	0.3684232686	0.3174297176	0.1598985634
Rims1	0.595610648242227	0.895152484505483	0.4232635655	0.2865356904	0.4415805515	0.4402607219	0.3620591363	0.1991332197
Ppp1r14bl	0.518401015228426	0.0839529120198265	0.04338624074	0.03137766	0.06383638491	0.04656593462	0.03124934151	0.03800268462
Ogfrl1	0.527987184319638	0.546867098790971	0.2317826292	0.1650308072	0.2920357277	0.2459037666	0.2137550014	0.1021915088
B3gat2	0.702108388265486	0.605016731812941	0.3778513147	0.207057426	0.334770672	0.3331944692	0.3171410969	0.1433203889
Smap1	0.698755317472822	0.749011616058692	0.421108245	0.2115377238	0.3488640854	0.3306840864	0.3404250412	0.1330732395
Sdhaf4	0.617946345975948	0.638969566864503	0.3201512034	0.1991929022	0.2530925094	0.283280356	0.191464051	0.093327786
Fam135a	0.72528616024974	0.787232549982462	0.4320758382	0.2445043984	0.4485960091	0.3910115999	0.325599857	0.1626677818
Col9a1	0.38379859564994	0.838867122650906	0.2152123981	0.2271794044	0.2150676555	0.1976937127	0.1849715945	0.1117976552
Col19a1	0.508852487968564	0.70089936682227	0.2482884989	0.2117150004	0.2765921478	0.2628578966	0.2134118908	0.1319616394
Lmbrd1	0.804392622003317	0.894752933982455	0.425910366	0.2499772396	0.4018706948	0.3539544409	0.3407097476	0.1665926492
Adgrb3	0.680549302116164	0.868177528141617	0.4306246984	0.2925302375	0.4455953589	0.4254662897	0.373586222	0.1997537087
4931408C20Rik	0.382352941176471	0.945255474452555	0.3223281059	0.1236614786	0.244066885	0.2444122947	0.2177563737	0.09645473333
Gm597	0.476091476091476	0.663551401869159	0.1111111053	0.1304368417	0.1162473208	0.1564895	0.01086956522	0.06477297647
Phf3	0.634255305170488	0.607844972851526	0.3776089631	0.2297972721	0.3181910924	0.3542299993	0.3075595904	0.1204984206
Gm5698	0.431670281995662	0.212583412774071	0.03202947143	0.04678575	0.02451429375	0.0242424	0.0044005125	0.007467536364
4931428L18Rik	0.79348701061105	0.848765156520652	0.4757440757	0.253158819	0.4192547509	0.4212173289	0.3856567673	0.1865617284
Lgsn	0.901165501165501	0.740355174525413	0.5727526583	0.279084362	0.4101088197	0.4384632859	0.3902189945	0.1893805949
Pih1d3	0.413978494623656	0.198019801980198	0	0	0	0.1	0	0.1339285
Xkr4	0.718362527061602	0.785892591632678	0.4487222344	0.2519837251	0.4654182257	0.4529925939	0.39571809	0.1774434042
Khdrbs2	0.678209726764427	0.856094030861171	0.4309517959	0.297097626	0.4566084581	0.4607986942	0.3772360656	0.1955839097
Gm5415	0.522140221402214	0.304390243902439	0.2342366	0.1245008818	0.1851218688	0.09554552857	0.1704414567	0.09549997059
Prim2	0.887243070694488	0.932131461391193	0.4643350754	0.2718388975	0.4156811865	0.4004433124	0.3503355214	0.1550829956
Rab23	0.747471800855698	0.732570439465333	0.3263362639	0.1822613311	0.2827153801	0.2438367349	0.2582306792	0.1077445908
Bag2	0.369424523351408	0.686748529035559	0.1386333199	0.08057673418	0.1098182353	0.1030236025	0.085841	0.05192373212
Zfp451	0.73792093704246	0.838684987425739	0.4122236177	0.2316070194	0.3369607264	0.2976293651	0.2990525226	0.1276126318
Bend6	0.663604972375691	0.650423533035577	0.3318850108	0.2014185657	0.2583002507	0.2587897571	0.2479728513	0.1192503188
Dst	0.847470174163059	0.888276343576858	0.4201158028	0.2201864435	0.3548552988	0.3248896241	0.3158442606	0.1361685587
Ccdc115	0.145746887966805	0.419849931787176	0.09299275	0.03701514375	0.0286427411	0.009194501389	0.006752817647	0.02823711455
Imp4	0.588780818819272	0.745746691871456	0.2273714625	0.1509954107	0.2211929482	0.2435671584	0.2205607367	0.08386324674
Ptpn18	0.705492932546073	0.416356312229232	0.340784271	0.164987852	0.2631544183	0.2127182041	0.2244710065	0.1065211942
Prss39	0.400104876769796	0.611644273832374	0.1733399013	0.126364837	0.1794424776	0.1641409026	0.1531291897	0.09602694833
Cfc1	0.534551231135822	0.463409337676439	0.3256265814	0.1575891016	0.2812400167	0.3095796852	0.2531173267	0.09092718611
Prss40	0.530588235294118	0.79088785046729	0.2481888342	0.1956886876	0.1771786292	0.2029095474	0.2277930586	0.0970747939
Amer3	0.334245212633673	0.432152713891444	0.08525124151	0.0852636099	0.05834627091	0.06351290294	0.04699672788	0.04685374364
Fam168b	0.618534987128481	0.61650873387373	0.2980277314	0.1272443373	0.2377745974	0.197094846	0.1924904625	0.08486331373
Plekhb2	0.733116997018067	0.864696404341927	0.3095165988	0.1453074929	0.3220028007	0.2530238104	0.2281275748	0.107952718
Hs6st1	0.633622399818625	0.64174355711104	0.2300224529	0.1136393646	0.2368248304	0.2484866515	0.2291469179	0.0880813526
Uggt1	0.835402564713085	0.896288209606987	0.3918828676	0.1804509927	0.3557651625	0.3147179828	0.3180247061	0.1355454515
Neurl3	0.351171458998935	0.523158359064843	0.09491372768	0.06762713407	0.06583954972	0.05905850056	0.038333928	0.02657151481
Arid5a	0.627764810492386	0.682194685574183	0.1902597086	0.1065128446	0.2230484346	0.1893249982	0.1929284084	0.07967949583
Kansl3	0.6759977827051	0.671547344110854	0.3647864218	0.193404	0.2164596576	0.225491123	0.1975631232	0.1178278158
Fer1l5	0.754701967592593	0.891831908313626	0.3274524209	0.1612270635	0.2627072773	0.2377395089	0.2303804235	0.1115446263
Lman2l	0.770978260869565	0.787177857107927	0.2863683009	0.1334567435	0.225297553	0.210603834	0.258127742	0.1142253353
Cnnm4	0.794613232710949	0.806439882310159	0.3430683187	0.1507791576	0.2589238653	0.2201923354	0.2668182158	0.1090667384
Cnnm3	0.475108145758487	0.583590055104786	0.188232618	0.07161827204	0.1881667194	0.1447877308	0.1702138767	0.07706606943
Ankrd23	0.886293156915443	0.670263788968825	0.3477075984	0.138895675	0.2317358321	0.2892225786	0.2134621256	0.1361110807
